time,course,instructor,semester,observation,year,Student.AnsweringQuestion,Student.AskingQuestion,Instructor.AskingClickerQuestion,Instructor.GivingFeedback,Instructor.Lecturing,Instructor.WritingOnBoard,Instructor.MovingThroughGroup,Students.GroupWork,EffectSize.StudentPerformance
60,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
62,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
64,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
66,12,E,2,2,1,0,0,0,0,0,0,1,1,1.36
68,12,E,2,2,1,1,0,0,1,0,1,1,1,1.36
70,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
72,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
74,12,E,2,2,1,0,0,0,1,0,1,0,0,1.36
76,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
78,12,E,2,2,1,0,0,0,0,1,0,0,0,1.36
2,12,F,1,1,1,0,0,0,0,1,1,0,0,1.41
4,12,F,1,1,1,0,0,0,0,1,1,1,1,1.41
6,12,F,1,1,1,0,0,0,0,0,0,1,1,1.41
8,12,F,1,1,1,0,0,0,0,0,0,1,1,1.41
10,12,F,1,1,1,0,0,0,0,0,1,1,1,1.41
12,12,F,1,1,1,0,0,0,0,0,0,1,1,1.41
14,12,F,1,1,1,0,0,0,0,1,1,0,1,1.41
16,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
18,12,F,1,1,1,1,0,0,1,0,1,0,0,1.41
20,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
22,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
24,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
26,12,F,1,1,1,0,0,0,0,1,0,0,1,1.41
28,12,F,1,1,1,0,0,0,0,0,1,1,1,1.41
30,12,F,1,1,1,1,0,0,1,0,1,1,1,1.41
32,12,F,1,1,1,1,0,0,1,0,1,0,0,1.41
34,12,F,1,1,1,1,0,0,1,0,1,0,0,1.41
36,12,F,1,1,1,0,0,0,1,0,1,0,0,1.41
38,12,F,1,1,1,0,0,0,1,1,1,0,0,1.41
40,12,F,1,1,1,0,0,0,0,1,1,0,0,1.41
42,12,F,1,1,1,0,0,0,0,1,1,0,0,1.41
44,12,F,1,1,1,0,0,0,0,1,0,0,0,1.41
46,12,F,1,1,1,0,0,0,0,1,0,0,0,1.41
2,12,G,1,1,1,0,0,0,0,0,0,0,0,0.97
4,12,G,1,1,1,1,0,0,0,0,0,0,0,0.97
6,12,G,1,1,1,0,0,0,0,0,0,0,1,0.97
8,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
10,12,G,1,1,1,1,0,0,1,0,0,0,0,0.97
12,12,G,1,1,1,0,0,0,1,1,0,0,0,0.97
14,12,G,1,1,1,1,0,0,0,1,0,0,0,0.97
16,12,G,1,1,1,0,1,0,0,0,0,1,1,0.97
18,12,G,1,1,1,0,0,0,0,0,0,1,1,0.97
20,12,G,1,1,1,0,0,0,1,0,0,1,1,0.97
22,12,G,1,1,1,1,0,0,0,0,1,0,0,0.97
24,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
26,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
28,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
30,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
32,12,G,1,1,1,1,0,0,1,1,0,0,0,0.97
34,12,G,1,1,1,1,0,0,0,0,0,0,0,0.97
36,12,G,1,1,1,0,0,1,1,0,0,0,1,0.97
38,12,G,1,1,1,1,0,0,1,0,0,0,0,0.97
40,12,G,1,1,1,0,0,0,0,0,0,0,1,0.97
42,12,G,1,1,1,0,0,0,0,0,0,0,1,0.97
44,12,G,1,1,1,0,0,0,1,0,0,0,1,0.97
46,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
48,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
50,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
52,12,G,1,1,1,1,0,0,1,0,0,0,0,0.97
54,12,G,1,1,1,0,0,0,1,1,0,0,0,0.97
56,12,G,1,1,1,0,0,0,0,1,0,1,1,0.97
58,12,G,1,1,1,0,0,0,0,0,0,1,1,0.97
60,12,G,1,1,1,0,0,0,0,0,0,1,1,0.97
62,12,G,1,1,1,0,0,0,0,0,0,1,1,0.97
64,12,G,1,1,1,1,0,0,1,0,1,1,1,0.97
66,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
68,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
70,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
72,12,G,1,1,1,1,1,0,1,0,1,0,0,0.97
74,12,G,1,1,1,0,1,0,1,0,0,0,0,0.97
76,12,G,1,1,1,0,1,0,1,0,0,0,0,0.97
78,12,G,1,1,1,1,0,0,1,0,1,0,0,0.97
2,12,G,1,2,1,0,0,1,0,1,0,0,1,0.97
4,12,G,1,2,1,0,0,1,1,0,0,0,1,0.97
6,12,G,1,2,1,1,0,1,1,0,0,1,1,0.97
8,12,G,1,2,1,1,0,0,1,0,0,0,1,0.97
10,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
12,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
14,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
16,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
18,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
20,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
22,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
24,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
26,12,G,1,2,1,0,0,0,1,0,0,1,1,0.97
28,12,G,1,2,1,0,0,0,1,0,0,0,0,0.97
30,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
32,12,G,1,2,1,1,1,0,1,0,0,0,0,0.97
34,12,G,1,2,1,0,1,0,1,0,0,0,0,0.97
36,12,G,1,2,1,0,1,0,1,0,0,0,0,0.97
38,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
40,12,G,1,2,1,0,1,0,1,0,0,0,0,0.97
42,12,G,1,2,1,0,0,0,1,0,0,0,0,0.97
44,12,G,1,2,1,1,1,0,1,0,0,0,0,0.97
46,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
48,12,G,1,2,1,1,1,0,1,0,0,0,0,0.97
50,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
52,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
54,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
56,12,G,1,2,1,1,1,0,1,0,0,0,0,0.97
58,12,G,1,2,1,0,1,0,1,1,0,0,0,0.97
60,12,G,1,2,1,0,0,0,0,1,0,0,0,0.97
62,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
64,12,G,1,2,1,0,0,0,0,0,0,1,1,0.97
66,12,G,1,2,1,0,0,0,1,0,0,1,1,0.97
68,12,G,1,2,1,1,0,0,1,0,0,0,0,0.97
70,12,G,1,2,1,1,1,0,1,0,0,0,0,0.97
72,12,G,1,2,1,0,0,0,1,0,0,0,0,0.97
74,12,G,1,2,1,0,0,0,1,0,0,0,0,0.97
2,12,G,1,3,1,0,0,1,0,1,0,1,1,0.97
4,12,G,1,3,1,0,0,1,1,0,0,1,1,0.97
6,12,G,1,3,1,1,0,1,1,0,0,0,1,0.97
8,12,G,1,3,1,1,0,0,1,0,0,0,1,0.97
10,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
12,12,G,1,3,1,0,0,0,0,0,0,0,1,0.97
14,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
16,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
18,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
20,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
22,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
24,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
26,12,G,1,3,1,0,0,0,1,0,0,1,1,0.97
28,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
30,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
32,12,G,1,3,1,1,1,0,1,0,1,0,0,0.97
34,12,G,1,3,1,0,1,0,1,1,1,0,0,0.97
36,12,G,1,3,1,1,1,0,1,1,1,0,0,0.97
38,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
40,12,G,1,3,1,1,1,0,1,0,1,0,0,0.97
42,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
44,12,G,1,3,1,1,1,0,1,0,1,0,0,0.97
46,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
48,12,G,1,3,1,1,1,0,0,0,0,0,0,0.97
50,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
52,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
54,12,G,1,3,1,1,0,0,1,0,1,0,0,0.97
56,12,G,1,3,1,0,1,0,1,0,1,0,0,0.97
58,12,G,1,3,1,0,1,0,1,1,1,0,0,0.97
60,12,G,1,3,1,1,0,0,0,1,0,0,1,0.97
62,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
64,12,G,1,3,1,0,0,0,0,0,0,1,1,0.97
66,12,G,1,3,1,0,0,0,1,0,1,1,1,0.97
68,12,G,1,3,1,1,1,0,1,0,1,0,0,0.97
70,12,G,1,3,1,0,1,0,1,0,1,0,0,0.97
72,12,G,1,3,1,0,0,0,1,0,1,0,0,0.97
2,12,G,2,4,1,0,0,0,0,0,0,0,0,1.77
4,12,G,2,4,1,0,0,0,0,0,0,0,0,1.77
6,12,G,2,4,1,0,0,0,0,1,0,0,0,1.77
8,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
10,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
12,12,G,2,4,1,0,0,0,1,0,1,1,1,1.77
14,12,G,2,4,1,0,0,1,1,0,1,0,1,1.77
16,12,G,2,4,1,0,0,0,1,0,1,0,0,1.77
18,12,G,2,4,1,1,1,0,1,0,1,0,0,1.77
20,12,G,2,4,1,0,0,0,0,1,0,0,0,1.77
22,12,G,2,4,1,0,0,0,0,1,0,0,0,1.77
24,12,G,2,4,1,0,0,0,0,1,0,0,0,1.77
26,12,G,2,4,1,0,0,0,0,1,0,0,0,1.77
28,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
30,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
32,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
34,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
36,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
38,12,G,2,4,1,0,0,0,0,0,0,1,1,1.77
40,12,G,2,4,1,0,0,0,1,0,1,1,1,1.77
42,12,G,2,4,1,1,0,0,1,0,1,0,0,1.77
44,12,G,2,4,1,0,0,0,1,0,1,0,0,1.77
46,12,G,2,4,1,0,0,0,1,0,1,0,0,1.77
48,12,G,2,4,1,0,0,0,1,0,1,0,0,1.77
50,12,G,2,4,1,0,0,0,1,0,1,0,0,1.77
2,12,G,2,5,1,0,0,0,0,0,0,1,0,1.77
4,12,G,2,5,1,1,0,0,0,1,0,0,0,1.77
6,12,G,2,5,1,0,0,0,0,0,0,0,1,1.77
8,12,G,2,5,1,1,0,1,1,0,1,0,0,1.77
10,12,G,2,5,1,0,0,0,1,0,1,0,0,1.77
12,12,G,2,5,1,0,0,1,1,0,0,0,0,1.77
14,12,G,2,5,1,0,0,1,1,0,1,0,0,1.77
16,12,G,2,5,1,1,0,0,1,1,0,0,0,1.77
18,12,G,2,5,1,0,0,1,1,1,0,0,0,1.77
20,12,G,2,5,1,0,0,1,1,0,0,0,0,1.77
22,12,G,2,5,1,1,0,0,1,0,0,0,1,1.77
24,12,G,2,5,1,0,0,0,1,0,0,0,1,1.77
26,12,G,2,5,1,0,0,0,1,0,0,0,1,1.77
28,12,G,2,5,1,0,0,0,0,0,0,1,1,1.77
30,12,G,2,5,1,0,0,0,0,0,0,1,1,1.77
32,12,G,2,5,1,0,0,0,0,0,0,1,1,1.77
34,12,G,2,5,1,0,0,0,1,0,1,1,1,1.77
36,12,G,2,5,1,1,0,0,1,0,1,0,0,1.77
38,12,G,2,5,1,0,0,0,1,0,1,0,0,1.77
40,12,G,2,5,1,0,0,0,1,0,1,0,0,1.77
42,12,G,2,5,1,0,1,0,1,0,0,0,1,1.77
44,12,G,2,5,1,0,0,1,1,0,0,0,1,1.77
46,12,G,2,5,1,0,0,1,1,0,0,0,0,1.77
48,12,G,2,5,1,1,0,0,1,0,1,0,0,1.77
50,12,G,2,5,1,0,0,0,1,0,0,0,0,1.77
2,12,G,2,6,1,0,0,1,0,1,0,0,1,1.77
4,12,G,2,6,1,0,0,0,0,1,0,0,0,1.77
6,12,G,2,6,1,1,0,0,0,1,0,0,0,1.77
8,12,G,2,6,1,1,0,0,0,1,0,0,0,1.77
10,12,G,2,6,1,0,0,1,0,1,0,0,1,1.77
12,12,G,2,6,1,0,0,0,0,1,0,0,0,1.77
14,12,G,2,6,1,0,0,0,0,0,0,1,0,1.77
16,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
18,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
20,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
22,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
24,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
26,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
28,12,G,2,6,1,0,0,0,0,0,0,0,1,1.77
30,12,G,2,6,1,0,0,0,0,0,0,1,1,1.77
32,12,G,2,6,1,0,0,0,0,0,0,1,1,1.77
34,12,G,2,6,1,1,0,0,1,0,0,0,0,1.77
36,12,G,2,6,1,1,0,0,1,0,0,0,0,1.77
38,12,G,2,6,1,1,0,1,1,0,0,0,1,1.77
40,12,G,2,6,1,0,0,1,1,0,0,0,1,1.77
42,12,G,2,6,1,0,0,0,1,0,0,0,0,1.77
44,12,G,2,6,1,0,0,0,0,0,0,0,0,1.77
2,12,H,2,1,1,0,0,0,0,1,0,0,1,1.05
4,12,H,2,1,1,0,0,1,0,0,0,1,1,1.05
6,12,H,2,1,1,0,0,1,1,1,0,0,1,1.05
8,12,H,2,1,1,0,0,1,0,1,0,1,1,1.05
10,12,H,2,1,1,0,0,1,1,1,0,0,1,1.05
12,12,H,2,1,1,0,0,0,0,1,0,0,0,1.05
14,12,H,2,1,1,0,0,1,0,1,0,0,1,1.05
16,12,H,2,1,1,0,0,0,0,1,0,0,0,1.05
18,12,H,2,1,1,0,0,0,0,0,0,0,0,1.05
20,12,H,2,1,1,0,0,0,0,1,0,0,1,1.05
22,12,H,2,1,1,0,0,0,1,0,0,1,1,1.05
24,12,H,2,1,1,1,0,0,1,1,0,0,0,1.05
26,12,H,2,1,1,0,0,1,1,1,0,0,1,1.05
28,12,H,2,1,1,0,0,0,1,1,0,0,0,1.05
30,12,H,2,1,1,0,0,1,1,1,0,0,1,1.05
32,12,H,2,1,1,0,0,0,1,0,0,1,1,1.05
34,12,H,2,1,1,0,0,1,1,0,0,1,1,1.05
36,12,H,2,1,1,0,0,0,1,0,0,0,0,1.05
38,12,H,2,1,1,0,0,1,1,0,0,0,0,1.05
40,12,H,2,1,1,0,1,0,1,0,0,0,0,1.05
42,12,H,2,1,1,0,0,1,0,0,0,0,1,1.05
44,12,H,2,1,1,0,0,1,1,0,0,0,1,1.05
46,12,H,2,1,1,0,0,1,1,1,0,0,1,1.05
48,12,H,2,1,1,0,0,1,0,1,0,0,1,1.05
2,12,H,2,2,1,0,0,0,0,0,0,0,0,1.05
4,12,H,2,2,1,0,0,1,0,1,0,0,0,1.05
6,12,H,2,2,1,0,0,1,1,0,0,0,1,1.05
8,12,H,2,2,1,0,0,1,1,0,0,0,1,1.05
10,12,H,2,2,1,1,0,0,1,0,0,0,0,1.05
12,12,H,2,2,1,0,0,1,0,1,0,0,0,1.05
14,12,H,2,2,1,0,0,0,1,0,1,0,0,1.05
16,12,H,2,2,1,0,0,1,0,0,1,0,1,1.05
18,12,H,2,2,1,0,0,1,1,0,0,0,1,1.05
20,12,H,2,2,1,0,0,0,1,0,0,0,0,1.05
22,12,H,2,2,1,0,0,0,0,0,0,1,0,1.05
24,12,H,2,2,1,0,0,0,0,0,0,1,0,1.05
26,12,H,2,2,1,0,0,1,0,0,0,1,0,1.05
28,12,H,2,2,1,0,0,0,1,0,1,0,0,1.05
30,12,H,2,2,1,0,0,0,0,1,1,0,0,1.05
32,12,H,2,2,1,0,0,0,0,1,1,0,0,1.05
34,12,H,2,2,1,1,0,0,0,0,1,0,0,1.05
36,12,H,2,2,1,0,0,0,0,1,1,0,0,1.05
38,12,H,2,2,1,0,0,1,1,0,0,0,1,1.05
40,12,H,2,2,1,0,0,0,1,0,1,0,0,1.05
42,12,H,2,2,1,1,0,0,0,0,1,0,0,1.05
44,12,H,2,2,1,1,0,0,1,0,1,0,0,1.05
46,12,H,2,2,1,1,0,0,0,1,1,0,0,1.05
2,12,H,2,3,1,0,0,0,0,1,0,1,1,1.05
4,12,H,2,3,1,0,0,0,0,0,0,1,1,1.05
6,12,H,2,3,1,0,0,1,0,0,0,1,1,1.05
8,12,H,2,3,1,1,0,1,1,0,1,0,1,1.05
10,12,H,2,3,1,1,1,0,1,0,1,0,0,1.05
12,12,H,2,3,1,0,1,0,1,0,1,0,0,1.05
14,12,H,2,3,1,0,1,0,1,0,1,0,0,1.05
16,12,H,2,3,1,1,0,0,1,0,1,0,0,1.05
18,12,H,2,3,1,1,1,0,1,0,0,0,0,1.05
20,12,H,2,3,1,0,1,1,1,0,0,0,1,1.05
22,12,H,2,3,1,0,0,1,1,0,0,0,1,1.05
24,12,H,2,3,1,0,0,1,1,1,1,0,1,1.05
26,12,H,2,3,1,0,0,1,1,1,0,0,1,1.05
28,12,H,2,3,1,0,0,1,0,1,0,0,0,1.05
30,12,H,2,3,1,1,0,1,1,0,1,0,1,1.05
32,12,H,2,3,1,0,1,0,1,1,1,0,1,1.05
34,12,H,2,3,1,0,0,0,1,1,0,0,0,1.05
36,12,H,2,3,1,0,0,1,1,1,1,0,0,1.05
38,12,H,2,3,1,0,0,1,1,1,0,0,1,1.05
40,12,H,2,3,1,0,0,1,1,0,0,0,1,1.05
42,12,H,2,3,1,0,1,1,1,0,1,0,1,1.05
44,12,H,2,3,1,0,0,1,0,1,0,0,1,1.05
46,12,H,2,3,1,0,1,1,1,0,0,0,1,1.05
2,12,I,2,1,1,0,0,1,0,0,0,0,1,1.55
4,12,I,2,1,1,1,0,1,1,0,1,0,1,1.55
6,12,I,2,1,1,1,0,0,1,0,1,0,0,1.55
8,12,I,2,1,1,0,0,1,1,0,1,1,1,1.55
10,12,I,2,1,1,1,0,0,1,0,1,1,1,1.55
12,12,I,2,1,1,1,0,0,1,1,1,0,0,1.55
14,12,I,2,1,1,0,0,0,0,1,1,0,0,1.55
16,12,I,2,1,1,0,0,0,0,1,1,0,0,1.55
18,12,I,2,1,1,1,0,0,0,0,1,0,0,1.55
20,12,I,2,1,1,0,0,0,0,0,0,1,1,1.55
22,12,I,2,1,1,0,0,0,1,0,1,0,0,1.55
24,12,I,2,1,1,0,0,0,1,1,1,0,0,1.55
26,12,I,2,1,1,0,0,1,1,1,1,0,0,1.55
28,12,I,2,1,1,0,1,0,1,0,1,0,0,1.55
30,12,I,2,1,1,0,0,0,1,1,1,0,0,1.55
32,12,I,2,1,1,0,0,0,0,0,0,0,1,1.55
34,12,I,2,1,1,0,0,0,0,0,0,1,1,1.55
36,12,I,2,1,1,0,0,0,1,0,1,1,1,1.55
38,12,I,2,1,1,1,0,0,1,0,1,0,0,1.55
40,12,I,2,1,1,1,0,0,1,0,1,0,0,1.55
42,12,I,2,1,1,0,0,0,0,0,0,1,1,1.55
44,12,I,2,1,1,1,0,0,1,0,1,1,1,1.55
46,12,I,2,1,1,1,0,0,1,0,1,0,0,1.55
48,12,I,2,1,1,0,1,0,1,0,1,0,0,1.55
50,12,I,2,1,1,0,1,0,1,0,0,0,0,1.55
2,12,I,2,2,1,0,0,1,1,0,0,0,0,1.55
4,12,I,2,2,1,0,0,1,1,1,1,0,0,1.55
6,12,I,2,2,1,0,0,1,1,1,1,0,0,1.55
8,12,I,2,2,1,0,0,0,0,1,1,0,0,1.55
10,12,I,2,2,1,0,0,1,1,0,1,0,0,1.55
12,12,I,2,2,1,0,0,0,1,0,0,0,1,1.55
14,12,I,2,2,1,0,0,0,0,0,1,0,1,1.55
16,12,I,2,2,1,0,0,0,0,0,0,0,1,1.55
18,12,I,2,2,1,0,0,1,0,0,0,1,1,1.55
20,12,I,2,2,1,1,0,0,1,0,1,0,0,1.55
22,12,I,2,2,1,1,0,0,1,0,1,0,0,1.55
24,12,I,2,2,1,0,0,1,0,0,1,0,1,1.55
26,12,I,2,2,1,0,0,0,1,0,1,0,0,1.55
28,12,I,2,2,1,0,0,1,1,0,1,0,1,1.55
30,12,I,2,2,1,1,0,0,1,0,1,0,0,1.55
32,12,I,2,2,1,1,1,0,1,0,1,0,0,1.55
34,12,I,2,2,1,0,1,0,1,0,1,0,0,1.55
36,12,I,2,2,1,0,0,0,0,0,0,1,0,1.55
38,12,I,2,2,1,1,1,0,1,0,1,1,0,1.55
40,12,I,2,2,1,1,0,0,1,0,1,0,0,1.55
42,12,I,2,2,1,0,1,0,1,0,0,0,0,1.55
44,12,I,2,2,1,1,0,0,0,1,1,0,0,1.55
46,12,I,2,2,1,0,0,0,0,1,1,0,0,1.55
48,12,I,2,2,1,1,0,1,1,0,0,0,0,1.55
2,12,I,2,3,1,0,0,1,0,0,0,0,1,1.55
4,12,I,2,3,1,1,0,0,1,0,0,0,0,1.55
6,12,I,2,3,1,1,0,0,1,0,1,0,0,1.55
8,12,I,2,3,1,1,0,0,1,0,1,0,0,1.55
10,12,I,2,3,1,0,0,0,1,0,1,0,1,1.55
12,12,I,2,3,1,0,0,0,0,1,0,0,0,1.55
14,12,I,2,3,1,0,0,0,0,1,0,0,0,1.55
16,12,I,2,3,1,0,0,0,0,1,0,0,0,1.55
18,12,I,2,3,1,0,0,1,0,1,1,0,1,1.55
20,12,I,2,3,1,1,0,0,0,0,0,0,0,1.55
22,12,I,2,3,1,0,0,0,0,1,0,0,0,1.55
24,12,I,2,3,1,0,0,0,0,0,0,0,0,1.55
26,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
28,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
30,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
32,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
34,12,I,2,3,1,0,0,0,0,0,0,1,0,1.55
36,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
38,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
40,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
42,12,I,2,3,1,0,0,0,0,0,0,1,1,1.55
44,12,I,2,3,1,1,0,1,1,0,0,1,1,1.55
46,12,I,2,3,1,1,0,0,1,0,1,0,0,1.55
48,12,I,2,3,1,1,0,0,1,0,0,0,0,1.55
2,12,J,2,1,1,0,0,0,0,0,0,0,0,1.26
4,12,J,2,1,1,0,0,0,0,0,0,0,0,1.26
6,12,J,2,1,1,0,0,0,0,0,0,0,0,1.26
8,12,J,2,1,1,0,0,0,0,1,0,0,0,1.26
10,12,J,2,1,1,0,0,1,1,1,0,0,0,1.26
12,12,J,2,1,1,0,0,1,1,0,0,0,1,1.26
14,12,J,2,1,1,0,0,0,1,0,0,0,0,1.26
16,12,J,2,1,1,0,0,0,0,1,0,0,0,1.26
18,12,J,2,1,1,0,0,0,0,1,0,0,1,1.26
20,12,J,2,1,1,0,0,0,1,0,0,1,1,1.26
22,12,J,2,1,1,1,0,0,1,0,0,0,1,1.26
24,12,J,2,1,1,0,0,1,1,0,0,0,0,1.26
26,12,J,2,1,1,0,0,0,1,0,0,0,0,1.26
28,12,J,2,1,1,0,0,0,1,0,1,0,1,1.26
30,12,J,2,1,1,0,0,1,1,0,1,0,0,1.26
32,12,J,2,1,1,0,0,1,1,0,0,0,0,1.26
34,12,J,2,1,1,0,0,1,1,0,0,0,0,1.26
36,12,J,2,1,1,0,0,0,1,0,1,0,0,1.26
38,12,J,2,1,1,1,0,0,0,0,1,0,0,1.26
40,12,J,2,1,1,0,0,0,0,0,1,0,0,1.26
42,12,J,2,1,1,0,1,0,0,0,1,0,0,1.26
44,12,J,2,1,1,0,0,0,0,0,1,0,1,1.26
46,12,J,2,1,1,0,0,1,1,0,0,0,1,1.26
48,12,J,2,1,1,0,0,0,1,0,0,0,0,1.26
50,12,J,2,1,1,1,0,0,1,0,1,0,0,1.26
52,12,J,2,1,1,0,1,0,1,0,1,0,0,1.26
54,12,J,2,1,1,0,1,0,1,0,1,0,0,1.26
56,12,J,2,1,1,0,0,0,1,0,0,0,0,1.26
58,12,J,2,1,1,0,0,0,1,0,1,0,0,1.26
60,12,J,2,1,1,0,1,0,1,0,0,0,1,1.26
62,12,J,2,1,1,0,0,1,1,0,0,0,1,1.26
64,12,J,2,1,1,0,0,0,1,0,0,0,1,1.26
66,12,J,2,1,1,0,0,0,1,0,1,0,1,1.26
68,12,J,2,1,1,0,0,0,1,0,1,0,1,1.26
70,12,J,2,1,1,1,0,0,1,0,1,0,1,1.26
72,12,J,2,1,1,0,0,1,1,0,0,0,0,1.26
74,12,J,2,1,1,0,0,0,1,0,1,0,1,1.26
